Question,Labels,Annotation Type
قريبي يعاني من اعراض انسحاب قوية جدا لحب الزولام المخدر، يشرب الحب من أربع سنين بكمية كبيرة و عندما قرر الإقلاع أصبح يعاني من رجفة وهبوط بالضغط ورعشة احاول ان اعطيه جرعة صغيرة ليقلع بالتدريج كيف اتعامل مع هذه الأعراض وكيف اخفف من حدتها والي متى ستستمر الأعراض لا يوجد بمدينتي مركز لعلاج الادمان,['No'],Pseudo-labeling
حدثت معي فجأة الاعراض ..شعرت انه ماعم افهم كلام الاشخاص من حولي وضاق تنفسي جدا مع خدران بالاطراف وشعور غريب يصير برأسي مع احساسي الكبيير بإنه عم موت وعم تطلع روحي .صارت معي القصة بيومين متتالين وبعدها كتير حاسة بإرهاق وإني متوترة ومافي سبب بحياتي حاليا لأتوتر ..ممكن تفيدوني وشكرا كتير,['No'],Pseudo-labeling
اعاني من وسوس وقلق وخوف من الموت وتوتر لي سنوات اعاني منه وتكفير كثير وتجيني حرارة مع التوتر وتعرق يديني وعصب,['No'],Pseudo-labeling
اعاني من الخوف من مواقف كثيره وازدياد ضربات القلب والاقي جسمي بيترعش ومش بقدر اهدي نفس او اتحكم ف خوفي واسيطر عليه مع ان مواقف كتير بتبقي مش مستاهله كده وحاجات مش معايا انا ومش هتأذيني بس بخاف برضه وقلبي بيدق جامد وبكره احساس قلبي ده جدا وبتحدي ده وبعمل معظم الحاجات اللي بكون خايف منها,['No'],Pseudo-labeling
اشعر باني سوف اقع عند الوقوف ..ساقاي تهتزان و ضعيفتان اشعر بوخز في اطراف قدمي و اطراف يدي طنين باذني...اشعر بثقل في راسي اشعر بالخوف الشديد من الوقوف يداودني شعور دائم بالسقوط ..اشعر احيانا بالاختنتاق ...و اني سوف اموت,['No'],Pseudo-labeling
"عصبيه مع ابني جدا واسلوبي غريب ف التعامل معاه واحيانا مع الاشخاص
وتواصلت مع دكتوره للامراض العصبيه وسمعت مشكلتي وقالتلي لازم اتواصل مع دكتور نفسي لاني مبقدرش اتحكم اني مبقاش عصبيه",['Social|Relationship'],Pseudo-labeling
لا يوجد اعراض اعاني منها,['No'],Pseudo-labeling
عندي مشكله نفسيه وابغى اتخلص منها انا عندي وسواس متعبني ومشكله الخجل الزايد اللي مالو داعي على كل شي لدرجه اخاف اخرج او اشيل هم الخرجه واذا خرجت اقعد متوتره واعرق وساكته طول الوقت ما اتكلم اخاف اني أواجه الناس واخاف اتكلم قدام الناس واخاف من الفشل ثقه بنفسي معدومه اي كلمه سلبيه تأثر فيا,['Social|Relationship'],Pseudo-labeling
بدأت تظهر عليها اعراض الإنطواء وسد الشهيه تفكير كثير الخوف من اي شيء التحدث مع النفس وتتخيل أحد امامها وترفع صوتها عليه قلق مستمر وعد الرغبه في سماع اي صوت ونزول في الوزن سريع بالعلم أن امي عمرها 50 سنه وتطلقت من سنتين يمكن اثر عليها موقف الطلاق بعد 35 سنه,['Social|Relationship'],Pseudo-labeling
انا اشرب، تروكسان وديبريتين والطبيب قال لي يمكن استغناء عن تروكسان لكن كتبه لي، في الوصفة هل يمكن ان اشرب تروكسان فقط عندما اكون قلقة وديبريتين اشربه دايمًا,['No'],Pseudo-labeling
السلام عليكم ورحمه الله وبركاته....عمري 55سنة وأعاني من وسواس قهري وقلق شديد واكتئاب منذ خمس سنوات وللان وتتناول حبة سيبراليكس 15 ملغ يوميا حسب وصفة الطبيب وسؤالي هل تناول السيبراليكس على مدى هذه السنوات يؤثر على الكلى أو الجسم وبارك الله فيكم,['No'],Pseudo-labeling
اعاني من الوسواس والتفكير السلبي و اكتأب مع العلم ان الاعراض طفيفة جدا لكن كثرة التفكير السلبي يزعجني و يشعرني بالحزن و افكر اني مريض نفسي و اخاف من هذا و عندما اكون سعيدا تأتيني فكرة و هي لا تفرح انت مريض) فهل انا مريض نفسي؟ مع العلم انه لا يمكنني كتابة اعراضي كاملة بسبب ان الرسالة تسمح ب300كلمة,['No'],Pseudo-labeling
"استعمل فافرين ٢٠٠ ملغ منذ ٨ اشهر والتحسن ٦٠٪ بالنسبة لوسواس النوم ما زال هناك اعراض قلق بسيط الى متوسط احيانا
واستعمل تريبتزول حبة مساءا ٢٥ملغ هل استمر بهذا الشكل",['No'],Pseudo-labeling
اخذ حبة يوميا من سيبرالكس من سنتين ونصف حبة من ريميرون ٣٠ منذسنة توقفت لمدة ثلاثة اشهر ومنذ شهر رجعت للعلاج ولكن مؤخرا لم يعد الريميرون يعطيني نتيجة جيدة حتى عندما ازيد الحرعة لحبة كاملة من الريميرون اعاني من الارق فأحيانا اظل مستيقظة لمدة يومين متتالين واحس بأن السيبرالكس لم يعد يعطي مفعول جيد ايضا,['No'],Pseudo-labeling
مرحبا/مع اني اصبحت كبيرة في السن وواعية ولكن حتى الان اشعر بالانزعاج اذا تخيلت او حلمت ان لدي اخت او اخ اصغر مني فما اسباب وما علاج هذه الغيرة,['Social|Relationship'],Pseudo-labeling
"زرت طبيب نفسي وصرف لي برنتلكس ١٠ م ولم الحظ اي تغيير
استخدم هذا العلاج منذ شهرين الآن
شكرا",['No'],Pseudo-labeling
انا اعاني من العزلةمن الآخرين وفقدان الثقه في النفس والخجل والتوترعند الحديث مع الناس ونقد لذات ومع العلم اني امارس العادةالسريةمرة في يوم ولا استطيع الذهاب إلى طبيب ماذاافعل,['No'],Pseudo-labeling
هل استخدام المكيف لتبريد الغرفه يعتبر حل للتخفيف من اعراض الحمى الشديدة؟؟,['No'],Pseudo-labeling
تعاني والدتي (54عاما) من عدم تمكنها من النوم لمدة يومين متتالين او أكثر وعندما تغفو بصعوبة فإنها تستيقظ بعد ساعتين ولا تتمكن من العودة الى النوم ومهما اشتد نعاسها وخارت قواها فإنها لا تتمكن من النوم بالأخص خلال الليل وتناولت حبوب الفاليوم وحبوب مضاد للكآبة (لانه منوم)مؤخرا وباستشارة الطبيب ولم ينفع,['No'],Pseudo-labeling
أعاني منذ مدة من اكتئاب و نوبات هلع سببت لي ألم بالمعدة ولم أعد اتناول الا القليل من الاكل و اشرب لذلك سولبيريد و لكنني أحس برجفة خفيفة و تعب شديد و ثقل بالرأس و عدم توازن يقل عند التسطح و ضربات قلب و قصر بالنظر أريد أن أعرف سبب هذه الاعراض هل سببها الدواء أم من ضعف النظر أم شيء آخر,['No'],Pseudo-labeling
انا فتاة عذراء اشعر بالم اسفل البطن و دورتي تاخرت ٨ ايام هل الامر طبيعي !!؟ و اعاني من قلق و توتر بسبب الخوف و التفكير,['No'],Pseudo-labeling
اعاني من نوبات هلع ووسواس الموت وخوف من الموت اوالامراض وتوترمستمر وخوف عندسماع خبر وفاة ومرات تجيني نوبة عصبية شديده حابه ازور طبيب نفسي بس مايستقبلو حاليا والعيادات الخاصه اسعارها غاليه كيف اقدر اتخلص من هذا الشي,['No'],Pseudo-labeling
اعاني دائما و اشكك بالجميع حتي اسرتي بأسلوب مرضي بسبب حوادث عديدة للتحرش صارت لي بالصغر و تطور الامر للأكتئاب و العزلة و الصراع الداخلي و لا اجد حل لمشكلتي من فترة,['Social|Relationship'],Pseudo-labeling
